,article_num,article_sha256,article_id,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed
438,100046,df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,logis_0df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,bacc9e58-9745-4273-a799-37bf5626f5e2,c63ad3de-353b-4ec8-bddb-2d0611f3b2c3,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the passage contain... (check all that apply):,L,True
442,100046,df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,logis_0df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,bacc9e58-9745-4273-a799-37bf5626f5e2,c63ad3de-353b-4ec8-bddb-2d0611f3b2c3,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the passage contain... (check all that apply):,L,True
441,100046,df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,logis_0df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,bacc9e58-9745-4273-a799-37bf5626f5e2,c63ad3de-353b-4ec8-bddb-2d0611f3b2c3,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
413,100046,df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,logis_0df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,b57a41b9-5f5b-41d6-adfd-e3ec5be3ee4c,52e80cf3-8d56-4a64-817c-5b4f927ba3f7,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the passage contain... (check all that apply):,L,True
63,100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,logis_0bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,113326f3-7588-4239-a116-98c909b2bca4,efc23aee-763b-42bd-95b6-e0f73e829e82,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
580,100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,logis_0bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,fbd1d9bd-a1d9-41a1-bfe4-75a9bda17c71,81843811-7a3f-4cc6-88b8-6e4761b03c15,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the passage contain... (check all that apply):,L,True
581,100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,logis_0bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,fbd1d9bd-a1d9-41a1-bfe4-75a9bda17c71,81843811-7a3f-4cc6-88b8-6e4761b03c15,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,M,0.6666666666666666,0.33333333333333337,M,M,M,0.3333333333333333,3,6,M,Does the passage contain... (check all that apply):,M,True
582,100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,logis_0bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,fbd1d9bd-a1d9-41a1-bfe4-75a9bda17c71,81843811-7a3f-4cc6-88b8-6e4761b03c15,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the passage contain... (check all that apply):,L,True
583,100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,logis_0bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,fbd1d9bd-a1d9-41a1-bfe4-75a9bda17c71,81843811-7a3f-4cc6-88b8-6e4761b03c15,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
584,100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,logis_0bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,fbd1d9bd-a1d9-41a1-bfe4-75a9bda17c71,81843811-7a3f-4cc6-88b8-6e4761b03c15,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
585,100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,logis_0bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,fbd1d9bd-a1d9-41a1-bfe4-75a9bda17c71,81843811-7a3f-4cc6-88b8-6e4761b03c15,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
612,100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,logis_0bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,fbd1d9bd-a1d9-41a1-bfe4-75a9bda17c71,81843811-7a3f-4cc6-88b8-6e4761b03c15,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,10,0,ordinal,M,0.7913552394075126,0.7913552394075126,M,M,M,0.3956776197037563,3,10,M,"How confident are you about your answers, on the whole?",M,True
77,100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,logis_0bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,113326f3-7588-4239-a116-98c909b2bca4,efc23aee-763b-42bd-95b6-e0f73e829e82,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,10,0,ordinal,M,0.7513670936879286,0.7513670936879286,M,M,M,0.3756835468439643,3,10,M,"How confident are you about your answers, on the whole?",M,True
64,100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,logis_0bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,113326f3-7588-4239-a116-98c909b2bca4,efc23aee-763b-42bd-95b6-e0f73e829e82,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
62,100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,logis_0bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,113326f3-7588-4239-a116-98c909b2bca4,efc23aee-763b-42bd-95b6-e0f73e829e82,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the passage contain... (check all that apply):,L,True
66,100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,logis_0bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,113326f3-7588-4239-a116-98c909b2bca4,efc23aee-763b-42bd-95b6-e0f73e829e82,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,M,0.6666666666666666,0.33333333333333337,M,M,M,0.3333333333333333,3,6,M,Does the passage contain... (check all that apply):,M,True
76,100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,logis_0bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,113326f3-7588-4239-a116-98c909b2bca4,efc23aee-763b-42bd-95b6-e0f73e829e82,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,9,0,ordinal,M,0.9269788462143308,0.9269788462143308,M,M,M,0.4634894231071655,3,10,M,"How difficult was this task for you, on the whole?",M,True
611,100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,logis_0bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,fbd1d9bd-a1d9-41a1-bfe4-75a9bda17c71,81843811-7a3f-4cc6-88b8-6e4761b03c15,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,9,0,ordinal,M,0.8272017054059444,0.8272017054059444,M,M,M,0.4136008527029722,3,10,M,"How difficult was this task for you, on the whole?",M,True
61,100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,logis_0bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,113326f3-7588-4239-a116-98c909b2bca4,efc23aee-763b-42bd-95b6-e0f73e829e82,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
65,100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,logis_0bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,113326f3-7588-4239-a116-98c909b2bca4,efc23aee-763b-42bd-95b6-e0f73e829e82,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
80,100048,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,logis_0451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,2e460a64-ca39-49d4-b5ba-13de9cc21bdb,0,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
79,100048,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,logis_0451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,2e460a64-ca39-49d4-b5ba-13de9cc21bdb,0,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
83,100048,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,logis_0451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,2e460a64-ca39-49d4-b5ba-13de9cc21bdb,0,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,dbc1959f-22a2-4a14-afe9-7b470563fc14,checklist,6,1.0,0.0,[],,,1.0,3,6,,Does the passage contain... (check all that apply):,None of the above,True
81,100048,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,logis_0451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,2e460a64-ca39-49d4-b5ba-13de9cc21bdb,0,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
262,100048,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,logis_0451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,5969559a-6651-4d43-9001-8664a9f52948,26b729bc-28ae-4399-9684-e617fc924f6d,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,M,0.6666666666666666,0.33333333333333337,M,M,M,0.3333333333333333,3,6,M,Does the passage contain... (check all that apply):,M,True
266,100048,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,logis_0451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,5969559a-6651-4d43-9001-8664a9f52948,26b729bc-28ae-4399-9684-e617fc924f6d,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the passage contain... (check all that apply):,L,True
82,100048,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,logis_0451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,2e460a64-ca39-49d4-b5ba-13de9cc21bdb,0,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
264,100048,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,logis_0451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,5969559a-6651-4d43-9001-8664a9f52948,26b729bc-28ae-4399-9684-e617fc924f6d,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
265,100048,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,logis_0451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,5969559a-6651-4d43-9001-8664a9f52948,26b729bc-28ae-4399-9684-e617fc924f6d,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
263,100048,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,logis_0451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,5969559a-6651-4d43-9001-8664a9f52948,26b729bc-28ae-4399-9684-e617fc924f6d,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
84,100048,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,logis_0451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,2e460a64-ca39-49d4-b5ba-13de9cc21bdb,0,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,9,0,ordinal,M,0.8986646043699666,0.8986646043699666,M,M,M,0.4493323021849833,3,10,M,"How difficult was this task for you, on the whole?",M,True
274,100048,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,logis_0451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,5969559a-6651-4d43-9001-8664a9f52948,26b729bc-28ae-4399-9684-e617fc924f6d,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,9,0,ordinal,M,0.8272017054059445,0.8272017054059445,M,M,M,0.41360085270297225,3,10,M,"How difficult was this task for you, on the whole?",M,True
78,100048,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,logis_0451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,2e460a64-ca39-49d4-b5ba-13de9cc21bdb,0,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
261,100048,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,logis_0451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,5969559a-6651-4d43-9001-8664a9f52948,26b729bc-28ae-4399-9684-e617fc924f6d,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
85,100048,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,logis_0451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,2e460a64-ca39-49d4-b5ba-13de9cc21bdb,0,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,10,0,ordinal,M,0.8648259251435817,0.8648259251435817,M,M,M,0.4324129625717909,3,10,M,"How confident are you about your answers, on the whole?",M,True
275,100048,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,logis_0451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,5969559a-6651-4d43-9001-8664a9f52948,26b729bc-28ae-4399-9684-e617fc924f6d,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,10,0,ordinal,M,0.8648259251435817,0.8648259251435817,M,M,M,0.4324129625717909,3,10,M,"How confident are you about your answers, on the whole?",M,True
579,100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,logis_0ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,e85aad21-7955-4b1e-a125-1261dba4f077,7b01e9c8-2b87-4526-97a0-f59631cfb007,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,10,0,ordinal,M,0.8986646043699666,0.8986646043699666,M,M,M,0.4493323021849833,3,10,M,"How confident are you about your answers, on the whole?",M,True
5,100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,logis_0ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
4,100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,logis_0ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
565,100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,logis_0ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,e85aad21-7955-4b1e-a125-1261dba4f077,7b01e9c8-2b87-4526-97a0-f59631cfb007,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the passage contain... (check all that apply):,L,True
2,100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,logis_0ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
564,100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,logis_0ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,e85aad21-7955-4b1e-a125-1261dba4f077,7b01e9c8-2b87-4526-97a0-f59631cfb007,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
1,100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,logis_0ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,M,0.6666666666666666,0.33333333333333337,M,M,M,0.3333333333333333,3,6,M,Does the passage contain... (check all that apply):,M,True
567,100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,logis_0ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,e85aad21-7955-4b1e-a125-1261dba4f077,7b01e9c8-2b87-4526-97a0-f59631cfb007,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
0,100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,logis_0ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the passage contain... (check all that apply):,L,True
569,100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,logis_0ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,e85aad21-7955-4b1e-a125-1261dba4f077,7b01e9c8-2b87-4526-97a0-f59631cfb007,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,M,0.6666666666666666,0.33333333333333337,M,M,M,0.3333333333333333,3,6,M,Does the passage contain... (check all that apply):,M,True
20,100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,logis_0ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,9,0,ordinal,M,0.8648259251435817,0.8648259251435817,M,M,M,0.4324129625717909,3,10,M,"How difficult was this task for you, on the whole?",M,True
21,100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,logis_0ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,10,0,ordinal,M,0.8272017054059444,0.8272017054059444,M,M,M,0.4136008527029722,3,10,M,"How confident are you about your answers, on the whole?",M,True
3,100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,logis_0ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the passage contain... (check all that apply):,L,True
566,100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,logis_0ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,e85aad21-7955-4b1e-a125-1261dba4f077,7b01e9c8-2b87-4526-97a0-f59631cfb007,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
578,100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,logis_0ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,e85aad21-7955-4b1e-a125-1261dba4f077,7b01e9c8-2b87-4526-97a0-f59631cfb007,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,9,0,ordinal,M,0.8986646043699666,0.8986646043699666,M,M,M,0.4493323021849833,3,10,M,"How difficult was this task for you, on the whole?",M,True
568,100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,logis_0ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,e85aad21-7955-4b1e-a125-1261dba4f077,7b01e9c8-2b87-4526-97a0-f59631cfb007,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L,True
209,100050,f2c5644fd843123eb829e81b49d5a0d1db54cb11f79d302fa6953756d5001e81,logis_0f2c5644fd843123eb829e81b49d5a0d1db54cb11f79d302fa6953756d5001e81,4ddcfaea-240f-4e38-b2a5-16e871ebf49f,492059ce-fcf3-45fa-8913-ec01320b9d0c,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,10,0,ordinal,M,0.7513670936879286,0.7513670936879286,M,M,M,0.3756835468439643,3,10,M,"How confident are you about your answers, on the whole?",M,True
194,100050,f2c5644fd843123eb829e81b49d5a0d1db54cb11f79d302fa6953756d5001e81,logis_0f2c5644fd843123eb829e81b49d5a0d1db54cb11f79d302fa6953756d5001e81,4ddcfaea-240f-4e38-b2a5-16e871ebf49f,492059ce-fcf3-45fa-8913-ec01320b9d0c,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the passage contain... (check all that apply):,L,True
