anno_id,task_pybossa_id,task_url,taskrun_article_batch_name,taskrun_article_number,taskrun_article_filename,topic_number,topic_namespace,topic_name,question_number,question_text,answer_number,answer_text,contributor_id,start_pos,end_pos,target_text
61,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,1,Expert 1,15,1047,1102,"Anirudh Kumar, a disaster management official in Patna,"
62,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,9,Highlight each expert cited:,2,Expert 2,15,2717,2839,"Matthew Marek, the head of disaster response in Bangladesh for the International Federation of Red Cross and Red Crescent."
63,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,11,Highlight each organization cited:,1,Cited Organization 1,15,858,871,Straits Times
64,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,11,Highlight each organization cited:,2,Cited Organization 2,15,3121,3123,UN
65,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,11,Highlight each organization cited:,3,Cited Organization 3,15,3210,3220,"Red Cross,"
66,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,13,To what extent does their confidence in their claims seem justified?,2,Mostly justified,15,0,0,
67,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",3,No,15,0,0,
68,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,15,"Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).",3,No,15,0,0,
69,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,16,"Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).",3,No,15,0,0,
70,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,17,Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).,3,No,15,0,0,
71,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,3,No,15,0,0,
72,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,19,"Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?",3,No,15,0,0,
73,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",3,No,15,0,0,
74,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",3,No,15,0,0,
75,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,3,No Causal Claim,15,0,0,
76,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,6,Experts are cited,15,1047,1321,"Anirudh Kumar, a disaster management official in Patna, the capital of Bihar, a poor state known for its mass migration from rural areas to cities, said this year's farming had collapsed because of the floods, which will lead to a further rise in unemployment in the region."
76,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,6,Experts are cited,15,2642,2839,"""Farmers are left with nothing, not event with clean drinking water,"" said Matthew Marek, the head of disaster response in Bangladesh for the International Federation of Red Cross and Red Crescent."
76,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,6,Experts are cited,15,3193,3381,"According to the Red Cross, at least 7.1 million people have been affected in Bangladesh - more than the population of Scotland - and around 1.4 million people have been affected in Nepal."
77,281,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/281,credco_webconf_articles.tar,3,3article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,25,How convincing do you find the evidence given for the primary claim?,2,Fairly Convincing,15,0,0,
78,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,1,Rate your impression of the credibility of this article,3,Medium credibility,13,0,0,
79,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,2,Question: Does the title of the article accurately reflect the content of the article?,3,Somewhat Representative,13,0,0,
80,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,4,Is the headline clickbaity?,3,A little bit clickbaity,13,0,0,
81,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,6,"Defying convention (“Think Orange Juice is Good for you? Think Again!”, “Here are 5 Foods You Never Thought Would Kill You”)",13,0,0,
82,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,7,Is this article primarily about a single scientific study?,2,No,13,0,0,
83,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",4,Organizations,13,0,0,
84,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,11,Highlight each organization cited:,1,Cited Organization 1,13,434,460,American Heart Association
85,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,13,To what extent does their confidence in their claims seem justified?,3,Somewhat justified,13,0,0,
86,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,14,"Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).",3,No,13,0,0,
87,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,15,"Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).",3,No,13,0,0,
88,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,16,"Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).",3,No,13,0,0,
89,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,17,Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).,3,No,13,0,0,
90,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,18,Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?,3,No,13,0,0,
91,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,19,"Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?",3,No,13,0,0,
92,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,20,"Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).",3,No,13,0,0,
93,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,21,"Does the author exaggerate any claims? If so, highlight the relevant section(s).",3,No,13,0,0,
94,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,22,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,1,General Causal Claim,13,531,719,"The Dietary Fats and Cardiovascular Disease advisory reviewed existing data on saturated fat, showing coconut oil increased LDL (""bad"") cholesterol in seven out of seven controlled trials."
95,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,23,What evidence is given for the primary claim? Select all that apply.,6,Experts are cited,13,1055,1326,"""Because coconut oil increases LDL cholesterol, a cause of CVD [cardiovascular disease], and has no known offsetting favorable effects, we advise against the use of coconut oil,"" the American Heart Association said in the Dietary Fats and Cardiovascular Disease advisory."
96,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,25,How convincing do you find the evidence given for the primary claim?,4,Slightly Convincing,13,0,0,
97,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,1,Rate your impression of the credibility of this article,4,Somewhat high credibility,14,0,0,
98,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,2,Question: Does the title of the article accurately reflect the content of the article?,3,Somewhat Representative,14,0,0,
99,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,4,Is the headline clickbaity?,2,Somewhat clickbaity,14,0,0,
100,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,6,"Defying convention (“Think Orange Juice is Good for you? Think Again!”, “Here are 5 Foods You Never Thought Would Kill You”)",14,7,58,Coconut oil isn't healthy. It's never been healthy.
101,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,5,What clickbait techniques does this headline employ (select all that apply)?,7,Inducing fear (“Is Your Boyfriend Cheating on You?”),14,19,33,isn't healthy.
102,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,7,Is this article primarily about a single scientific study?,2,No,14,0,0,
103,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",2,Experts,14,0,0,
104,282,http://pe.goodlylabs.org/project/CredCo_WebConf_Testing_6/task/282,credco_webconf_articles.tar,4,4article.txt,1,CredWeb3,Round 3: CredCo WebConf Alpha Testing Questions,8,"Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.",3,Studies,14,0,0,
